site	species	year	date	individual	subindividual	patch	period	height_cm	flowers_open	flowers_bud	corolla_height_mm	lip_width_mm	flower_size_mm	spur_length_mm	spur_width_mm	recorder	writer	notes	fruit_number	fruits_small	fruit_notes	Flower_damage	Spur_damage						
Knivsaasen	Dactylorhiza_maculata	2020	NA	360	NA	AC	late	18	12	0	10.66	NA	NA	5.95	0.52	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	362	NA	AC	late	29.5	29	0	7.88	NA	NA	7.01	0.58	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	363	NA	AC	late	30.5	44	0	8	NA	NA	6.28	0.66	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	364	NA	AC	late	16	11	0	6.75	NA	NA	5.4	0.31	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	367	NA	AC	late	22	22	0	6.79	NA	NA	5.63	0.59	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	368	NA	AC	late	29.5	21	0	6.7	NA	NA	5.46	0.41	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	371	NA	AC	late	33	14	0	8.4	NA	NA	6.59	0.2	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	372	NA	AC	late	22	15	0	9.67	NA	NA	7.26	0.62	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	373	NA	AC	late	19	12	0	7.55	NA	NA	5.83	0.41	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	374	NA	AC	late	19.5	18	0	5.68	NA	NA	5.7	0.88	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	375	NA	AC	late	30	28	0	8.17	NA	NA	9.06	0.58	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	379	NA	AC	late	40	38	0	11.18	NA	NA	7.7	0.78	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	380	NA	AC	late	20.5	9	0	7.38	NA	NA	5.01	0.83	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	382	NA	AC	late	24.5	22	0	8.76	NA	NA	6.25	0.7	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	383	NA	AC	late	19.5	22	0	8.2	NA	NA	6.73	0.72	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	385	NA	AC	late	19	24	0	8.04	NA	NA	4.54	0.44	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	386	NA	AC	late	25	27	0	9.27	NA	NA	7.01	0.95	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	387	NA	AC	late	25	26	0	6.89	NA	NA	9.49	0.65	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	388	NA	AC	late	24	23	0	8.97	NA	NA	3.49	0.63	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	389	NA	AC	late	25	24	0	7.84	NA	NA	5.77	0.58	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	390	NA	AC	late	21.5	23	0	10.6	NA	NA	6.32	10.82	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	391	NA	AC	late	21.5	27	0	6.31	NA	NA	6.28	0.7	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	395	NA	AC	late	24	23	0	8.47	NA	NA	5.24	0.92	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	396	NA	AC	late	16	13	0	6.88	NA	NA	4.2	0.51	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	397	NA	AC	late	25	16	0	9.26	NA	NA	5.87	0.55	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	398	NA	AC	late	13.5	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_maculata	2020	NA	400	NA	AC	late	16.5	1	0	8.12	NA	NA	6.09	0.83	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	1	NA	A	early	11.8	16	12	11.83	NA	NA	8.87	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	3	NA	B	early	12.6	7	8	14.36	NA	NA	12.75	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	4	NA	B	early	5.5	7	4	16.66	NA	NA	11.11	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	5	NA	B	early	5.2	10	5	15.08	NA	NA	8.03	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	6	NA	C	early	23.3	24	2	11.81	NA	NA	11.52	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	7	NA	C	early	16.8	25	0	11.55	NA	NA	6.34	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	8	NA	C	early	25	10	15	12.91	NA	NA	7.6	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	9	NA	C	early	35.4	34	1	19.29	NA	NA	10.42	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	10	NA	C	early	20.6	20	7	12.06	NA	NA	7.14	NA	NA	NA	NA	3	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	11	NA	C	early	13.2	9	3	14.02	NA	NA	9.7	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	12	NA	C	early	13.5	8	4	14.08	NA	NA	9.96	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	13	NA	C	early	11.8	10	1	13.45	NA	NA	11.87	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	14	NA	C	early	16.6	11	0	15.1	NA	NA	9.91	NA	NA	NA	NA	4	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	15	NA	C	early	24.2	13	0	16.9	NA	NA	9.06	NA	NA	NA	NA	6	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	16	a	C	early	25.8	24	0	15.05	NA	NA	8.27	NA	NA	NA	NA	16	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	16	b	C	early	25.4	22	0	13.99	NA	NA	12.56	NA	NA	NA	NA	12	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	16	c	C	early	25.6	14	0	19.17	NA	NA	12.09	NA	NA	NA	NA	7	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	17	NA	C	early	21.4	20	6	14.62	NA	NA	8.29	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	18	NA	C	early	15.6	8	6	15.74	NA	NA	9.91	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	19	NA	C	early	19.6	21	2	11.88	NA	NA	9.27	NA	NA	NA	NA	10	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	20	NA	C	early	23.4	16	5	15.41	NA	NA	9.34	NA	NA	NA	NA	12	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	21	NA	C	early	25.8	18	0	15.68	NA	NA	9.88	NA	NA	NA	NA	11	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	22	NA	E	early	20.5	10	8	11.76	NA	NA	14.04	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	23	NA	F	early	14.5	34	9	11.71	NA	NA	10.23	NA	NA	NA	NA	3	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	24	NA	F	early	10.5	7	13	16.43	NA	NA	8.52	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	25	NA	F	early	8	9	6	11.67	NA	NA	7.98	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	26	NA	F	early	14.2	13	1	13.81	NA	NA	9.99	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	27	NA	F	early	16	12	3	18.8	NA	NA	10.69	NA	NA	NA	NA	4	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	27	NA	F	early	15.5	11	3	17.15	NA	NA	9.81	NA	NA	NA	NA	4	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	29	NA	F	early	4	11	2	14.21	NA	NA	6.44	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	30	NA	F	early	12.2	19	10	12.93	NA	NA	4.97	NA	NA	NA	NA	3	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	31	NA	F	early	11.6	10	4	14.62	NA	NA	10.05	NA	NA	NA	NA	8	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	32	NA	F	early	17.5	10	16	11.71	NA	NA	8.52	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	33	NA	F	early	15.9	9	12	16.87	NA	NA	13.94	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	34	NA	F	early	12	20	23	12.57	NA	NA	11.04	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	35	NA	F	early	13.5	12	11	14.47	NA	NA	11.08	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	36	NA	F	early	10.6	20	9	13.23	NA	NA	12.29	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	37	NA	F	early	16.5	9	12	14.75	NA	NA	11.33	NA	NA	NA	NA	13	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	38	NA	F	early	6	7	4	11.86	NA	NA	9.44	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	39	NA	F	early	7.6	8	7	10.5	NA	NA	7.49	NA	NA	NA	NA	3	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	40	NA	F	early	7.5	5	5	11.9	NA	NA	8.12	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	41	NA	F	early	13.8	13	17	15.28	NA	NA	11.24	NA	NA	NA	NA	11	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	42	NA	F	early	10.5	18	11	16.09	NA	NA	11.46	NA	NA	NA	NA	13	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	43	NA	F	early	10	6	9	13.07	NA	NA	9.52	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	44	NA	F	early	23.5	21	0	12.62	NA	NA	11.92	NA	NA	NA	NA	3	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	45	NA	F	early	21.2	24	11	13.02	NA	NA	10.42	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	46	NA	F	early	16	13	7	9.52	NA	NA	10.39	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	47	NA	F	early	7.8	5	9	12.8	NA	NA	9.52	NA	NA	NA	NA	0	NA	small	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	48	NA	F	early	7.5	16	5	13.32	NA	NA	10.91	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	49	NA	F	early	25.8	32	12	12.79	NA	NA	11.47	NA	NA	NA	NA	9	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	50	NA	F	early	20.5	24	5	11.1	NA	NA	11.64	NA	NA	NA	NA	14	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	51	NA	F	early	11.4	8	4	10.83	NA	NA	7.6	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	52	NA	F	early	16.8	24	0	11.64	NA	NA	8.57	NA	NA	NA	NA	10	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	53	NA	F	early	5.5	4	9	12.47	NA	NA	8.04	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	54	NA	F	early	19.5	17	4	11.05	NA	NA	11.37	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	55	NA	D	early	4.5	6	16	10.87	NA	NA	9.75	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	56	NA	D	early	5	5	6	12.83	NA	NA	9.25	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	57	NA	D	early	13.5	9	10	14.81	NA	NA	7.48	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	58	NA	D	early	4.2	5	10	11.97	NA	NA	10.97	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	59	NA	D	early	2.8	2	9	11.07	NA	NA	8.55	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	60	NA	D	early	4.6	8	11	5.32	NA	NA	9.2	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	61	NA	D	early	4.5	2	10	7.24	NA	NA	11.98	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	62	NA	D	early	5.8	5	14	8.05	NA	NA	10.44	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	63	NA	D	early	6.2	14	4	10.26	NA	NA	7.08	NA	NA	NA	NA	1	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	64	NA	D	early	3.2	6	3	11.17	NA	NA	8.32	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	65	NA	D	early	5.6	7	4	9.82	NA	NA	10.64	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	66	NA	D	early	7.5	14	5	16.79	NA	NA	8.76	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	67	NA	D	early	3.7	4	11	15.67	NA	NA	10.16	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	68	NA	D	early	3.2	6	8	6.21	NA	NA	9.49	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	69	NA	D	early	7.8	4	4	11.67	NA	NA	6.7	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	70	NA	D	early	5.5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	71	NA	D	early	2.4	0	12	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	73	NA	G	early	24.8	27	2	12.13	NA	NA	10.04	NA	NA	NA	NA	17	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	74	NA	G	early	8.2	7	11	14.38	NA	NA	5.18	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	75	NA	F	early	7.2	21	2	18.22	NA	NA	9.68	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	76	NA	F	early	13.7	10	3	13.22	NA	NA	6.08	NA	NA	NA	NA	3	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	77	NA	F	early	9.4	17	1	14.64	NA	NA	10.79	NA	NA	NA	NA	3	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	78	NA	G	early	16.2	15	3	11.79	NA	NA	13.84	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	79	NA	G	early	8.5	8	0	11.65	NA	NA	10.51	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	80	NA	M	early	6.6	7	0	13.91	NA	NA	10.37	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	81	NA	F	early	5.8	5	5	4.71	NA	NA	6.94	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	82	NA	F	early	9.8	0	14	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	83	NA	H	early	7	7	3	16.06	NA	NA	8.65	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	84	NA	M	early	5.7	7	14	14.11	NA	NA	10.88	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	85	a	M	early	9	9	9	16.8	NA	NA	10.41	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	85	b	M	early	9.8	9	13	14.86	NA	NA	9.3	NA	NA	NA	NA	0	NA	dry	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	86	NA	M	early	11.4	13	7	12.16	NA	NA	10.36	NA	NA	NA	NA	1	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	87	NA	M	early	8.5	8	11	15.55	NA	NA	11.61	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	88	NA	M	early	8	7	7	14.37	NA	NA	8.7	NA	NA	NA	NA	3	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	89	NA	M	early	10.5	4	7	17.09	NA	NA	10.61	NA	NA	NA	NA	4	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	90	NA	G	early	13.5	7	0	11.71	NA	NA	8.26	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	91	NA	G	early	18.5	8	6	15.92	NA	NA	12.98	NA	NA	NA	NA	3	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	92	NA	G	early	26.5	4	19	15.44	NA	NA	8.86	NA	NA	NA	NA	6	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	93	NA	G	early	17.6	5	11	11.22	NA	NA	9.45	NA	NA	NA	NA	5	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	94	NA	G	early	12.2	5	7	12.6	NA	NA	7.36	NA	NA	NA	NA	6	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	95	NA	G	early	15	16	0	11	NA	NA	7.1	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	96	NA	G	early	11.5	8	17	17.6	NA	NA	10.48	NA	NA	NA	NA	20	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	97	NA	A	early	14.8	6	14	17.28	NA	NA	9.52	NA	NA	NA	NA	0	NA	halfways_pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	98	NA	A	early	7.9	6	13	16.23	NA	NA	9.53	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	99	NA	A	early	6.4	5	9	15.65	NA	NA	9.22	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	100	NA	A	early	6.8	3	11	15.83	NA	NA	10.43	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	101	NA	X	early	10	10	6	16.38	NA	NA	12.23	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	102	NA	X	early	14.8	19	2	12.37	NA	NA	10.28	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	103	NA	X	early	16.4	20	3	10.81	NA	NA	6.53	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	104	NA	X	early	9	13	9	13.91	NA	NA	8.57	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	105	NA	X	early	10.5	12	8	15.4	NA	NA	6.89	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	106	a	X	early	11.8	17	4	12.26	NA	NA	8.54	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	106	b	X	early	12.6	13	5	15.2	NA	NA	11.66	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	107	NA	X	early	11	9	11	13.77	NA	NA	7.86	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	108	NA	X	early	12.7	20	4	16.28	NA	NA	11.21	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	109	NA	X	early	6.5	10	11	14.09	NA	NA	12.48	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	110	NA	X	early	10.5	9	12	17.24	NA	NA	13.14	NA	NA	NA	NA	2	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	111	NA	X	early	12.5	6	8	14.4	NA	NA	7.59	NA	NA	NA	NA	0	NA	pred	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	112	NA	X	early	8.5	8	7	15.14	NA	NA	8.16	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	113	NA	X	early	7.3	5	9	15.09	NA	NA	10.86	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	114	a	X	early	6.8	7	14	13.19	NA	NA	8.67	NA	NA	NA	NA	1	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	114	b	X	early	5	5	14	15.41	NA	NA	6.4	NA	NA	NA	NA	0	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	115	NA	AA	late	32.5	NA	NA	12.07	NA	NA	8.74	3.49	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	116	NA	AA	late	22	NA	NA	11.63	NA	NA	10.14	3.87	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	117	NA	AA	late	28	NA	NA	11.84	NA	NA	10.33	2.12	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	119	NA	AA	late	16	NA	NA	7.56	NA	NA	9.08	1.86	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	120	NA	AA	late	12	NA	NA	7.66	NA	NA	5.85	1.19	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	125	NA	AB	late	34.5	NA	NA	12.33	NA	NA	8.79	1.05	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	128	NA	AB	late	14.5	NA	NA	8.93	NA	NA	7.9	1.4	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	130	NA	AB	late	28	NA	NA	7.37	NA	NA	8.41	2.22	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	131	NA	AB	late	27	NA	NA	10.15	NA	NA	8.87	2.8	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	140	NA	AB	late	23.5	NA	NA	10.8	NA	NA	7.73	1.7	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	141	NA	AB	late	29.5	NA	NA	10.41	NA	NA	7.99	2.22	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	142	NA	AB	late	15.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	170	NA	AB	late	48	NA	NA	13.36	NA	NA	9.71	1.12	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	172	NA	AB	late	32	NA	NA	10.17	NA	NA	9.9	1.25	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	174	NA	AB	late	33	NA	NA	12.84	NA	NA	10.15	2.09	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	178	NA	AB	late	27.5	NA	NA	12.75	NA	NA	9.69	1.2	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	179	NA	AB	late	36	NA	NA	12.68	NA	NA	10.58	2.83	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	180	NA	AB	late	41.5	NA	NA	12.73	NA	NA	10.63	2.18	NA	NA	NA	NA	NA	NA	NA	NA						
